review,sentiment
Tôi cập nhật lên bản mới nhất nhưng không thể nào tải ảnh về máy được bị báo lỗi  mong add fix sớm.,negative
"Bộ nhớ không giới hạn, 5 sao là quá ít, đố ai tìm được app lưu trữ ảnh tốt hơn.",positive
Hiện tại không tải ảnh về allbum được mong ad fix lại lỗi tôi đánh giá lại,negative
Ảnh đã lưu từ lâu giờ lấy xuống toàn ko thể lấy đc ảnh và báo lỗi,negative
Sửa lỗi không tải ảnh từ lưu trữ về máy điện thoại được,negative
"Kết nối wifi mà vẫn không sao lưu được, cứ thông báo đang chờ wifi",negative
Good. Thích nhất phần ảnh động và sự sắp xếp ảnh khá tốt,positive
Sao mà tải ảnh về bị lổi vậy . Lổi ảnh không có tiêu đề,negative
đồng bộ ảnh chậm nhiều khi có kết nối WiFi nhưng không tự động sao lưu ảnh,negative
Ứng dụng lưu trữ và chỉnh sửa ảnh yêu thích của tôi.,positive
Them khôi phuc anh da xoá nua thi tot biet bao,neutral
Cần thêm 1 chức năng là lấy lại hình đã xóa thì tốt bit bao,neutral
Không lưu được ảnh về máy. Báo lỗi không lí do,negative
Ứng dụng rất hay giúp t lưu giữ đc rất nhiều kỉ niệm cho dù đã bị xóa ở thư viện :),positive
Lỗi tải ảnh về máy . Mong nhà sản xuất khắc phục,negative
Tại sao tải ảnh về máy lại không được.,negative
Sao không xem được những ảnh cũ vây,negative
Sao lưu ảnh xong... Tải lại về máy k đk  là sao  😨😨😨,negative
Sao e luu về máy k dc ak,negative
Sao tải hình về k đc vậy ad,negative
Sao ko tải về đc vậy máy a ơi,negative
Sao ko tai anh ve đc vay amind,negative
Ko thể tải ảnh từ đây về,negative
Ứng dụng đồng bộ ảnh rất tốt.,positive
Ok. Nếu như thực hiện đc như vây là ok,positive
Rất tốt nhưng ảnh vẫn bị nén.,positive
"Rất tốt , để có thể lưu trữ ứng dụng của tui",positive
Tự nhiên ko tải ảnh về dc nữa...,negative
Không tải được ảnh trên google về,negative
Ok rat tot sao kuu re rang,positive
Nơi lưu trữ hình ảnh tuyệt vời.,positive
Cảm ơn Google play store nhé  !,positive
tại sao giờ tải về máy không được nữa,negative
"Rất tiện lợi vì ko sợ mất bất kì tấm ảnh nào dù điện thoại có bị mất,những tấm ảnh với những kỹ niệm ngắn liền với năm tháng sẽ rất tiếc nếu bị mất đi",positive
"Cách quản lý thư mục ảnh chưa thực sự tốt. Nếu có thể cho phép tạo thư mục mẹ- con, thì mới thực sự tiện lợi.",negative
Có Google Photos nên không lo lắng chuyện backup ảnh từ điện thoại. Truy cập từ bất kỳ đâu khá tiện lợi.,positive
Vào ứng dụng 1 cái là màn hình trắng....xog báo rất tiếc ứng dụng này đã dừng lại..là sao vậy Hỏi mãi chẳng thấy ai tl...nãn thật,negative
Ko biết sao lại có đánh giá 1 sao Quá xuất sắc ko bao giờ mất hình là lá la,positive
Tôi thấy rất hữu ích lưu lại những tấm ảnh mà tôi đã chụp từ 3 năm trước,positive
Rất hay. Nhưng có khuyết điểm là sao lưu hơi chậm. Mong tải ảnh lên nhanh hơn.,positive
Tot cho them chế độ nhận hình nhanh nha.  3 g ko coi dc chậm lắm hi,positive
Hay ko nhu  may cai kia tao lao day la mot phan mem tuyet voi,positive
Thật tuyệt vì lưu giữ được tất cả hình ảnh khi mất máy đt,positive
Tuyệt. Còn chút nghi vấn về độ tin cậy. Nâng cao cấp độ bảo mật để tin tưởng hơn,positive
Bây giờ mới biết công dụng của app này thực sự thực sự rất tốt rất hữu dụng đấy ạ😭😭😭,positive
Tải hình về không được phải chuyển quan HTML Hoặc trình duyệt,negative
Rất tuyệt vời khi bạn mất điện thoại vẫn không sợ bị mất hình,positive
Rất thích khả năng lưu trữ nhiều ảnh và chức năng trợ lý,positive
Rat hay va co gia tri sao luu rat nhieu anh,positive
Tôi ko hiểu tại sao bao nhiêu năm tôi dùng ko sao nhưng hôm nay tôi vào để xem ảnh nhưng ko xem đc là sao tôi mong cần phải sửa lỗi .,negative
"Sao lưu nhanh ,miễn phí. Tạo ảnh hoạt cảnh, panorama, phim tốt.",positive
Google Đệ Tam Tuyệt.  Đẹp - Hoàn Hảo - Rất Có Ích. Thanks so much.,positive
"Tải về rồi mở không lên, lưu hình giờ không xem được, không lưu hình được, rất bực, cần khắc phục nhanh",negative
Quyết định chuyển từ flickr sang. Thấy cái này nhanh và thông minh hơn nhiều,positive
Tôi yêu phần mềm này. Nếu mất gmail tôi sẽ khóc mất,positive
"Rất thích và trên cả tuyệt vời, cám ơn google.",positive
Ảnh đã sao lưu khi tải về không được,negative
"rat tuyet voi, vi hinh anh ko bao h mag",positive
Google photos rat huu ich va tuyet voi,positive
Cặp nhan xg ko tu dong sao luu ma no tu dong xoa anh tu camera chup chuyen den thung rac het chon coi lai di,negative
Thêm được phần cắt ảnh nữa thì quá tốt,neutral
"Lỗi , nhiều ảnh k thể tải về",negative
Ứng dụng lưu trữ ảnh và video rất tuyệt vời,positive
mất máy nhưng anh vẫn kon tốt lắm ung dung rat tien loi,positive
Sao của mình cứ báo bị dừng lại vậy,negative
Cần thêm tíng năng có thể lưu dc ảnh vào máy,neutral
Không xoá được ảnh mà còn lưu trữ nhiều ảnh rác hơn,negative
Tôi rất thích. Ứng dụng rất hữu ích!,positive
Mất hết ảnh tôi rồi nên dẹp đi là vừa,negative
Phần mềm kết hợp kho ảnh miễn phí rất tuyệt,positive
"có thêm chế độ xem off line,cho thêm dung lượng",positive
Nên có chức năng tăng cường bảo mật,neutral
Rất tốt . Lưu ảnh không sợ bị mất,positive
"Ứng dụng tốt, cần phát huy hơn nữa",positive
Rất thích ứng dụng này luôn ák,positive
Nhiều chức năng hay và thú vị,positive
"Cắt video lưu lâu cm, đéo thích",negative
Tại sao không tải ảnh từ gg ảnh về điện thoại được. 😈😈😈😈,negative
Rất tốt rất cảm ơn nhà sx.,positive
Tải ảnh về trên androi không được. Bị chuyển qua web,negative
That hap dan va tien sdung nhung tiec ko sdung truc tuyen dc,positive
"Ứng dụng này rất tốt, khỏi lo bị mất ảnh, nhiều người chê ứng dụng này chẳng qua điện thoại của họ cấu hình yếu quá đó thôi chứ ứng dụng này tốt lắm, bổ sung mật khẩu để khóa album ảnh nữa là tuyệt vời.",positive
Rất thích nhưng cập nhập lên bản mới sao lưu chậm mà ko hiển thị hình ảnh đã sao lưu từ trước gì hết.,neutral
"Cảm ơn rất nhiều từ nay k còn lo mấy ảnh nữa.  Lưu trữ,  cập nhật sao lưu tự động,  còn phụ tá thêm một số ứng dụng nữa.......very  good ****",positive
Muốn có chế độ mật khẩu khóa Ảnh trên máy để khi ngkhac câm may k xem đc ảnh,neutral
"OKE tốt , cần cải thiện thêm tính năng lưu được cả danh bạ nữa thì tuyệt vời",positive
"Tôi cảm ơn app này rất nhiều. Lúc trước có tải thử và lưu 1 vài tấm, nhưng không hiểu rõ nên chán rồi xóa. Thời gian sau thì bị mất điện thoại, mua điện thoại mới dùng được gần nữa năm rồi tự dưng thấy thông báo kỷ niệm gì đó, ấn vào thử thì thấy tất cả hình ảnh trước kia của mình. Tôi thật không ngờ, cảm ơn app.",positive
Ứng dụng hỗ trợ lưu trữ người dùng tuyệt vời.không còn lo mất ảnh và tài liệu khi thay máy,positive
Mở rộng không gian lưu trữ trên đám mây là điều tôi thích ở ứng dụng này,positive
Rất hữu ích. Ip của mình có 16g. Gửi gắm lên đây là ok,positive
"Chế độ tự cập nhật ảnh khi có wifi cần được nâng cấp, tự động cao hơn",neutral
Tuyệt vời hơn... nơi lưu trữ dữ liệu lý tưởng.. kg sợ bị mất,positive
Sao cap nhap pi h zo la bay ra rat tiet ảnh đa dừng la sao,negative
Đáp ứng tốt nhu cầu sử dụng thông thường của người dùng.,positive
Nếu ad thêm tính năng khóa app thì tôi sẽ tặng 5*,neutral
"Rất tiện, giúp mình lưu giữ những khoảnh khắc quý giá của cả gia đình.",positive
Rất tốt.Ứng dụng này như một bộ nhớ.tôi rất thích.tốt.tôi thích ứng dụng này 👍,positive
Sao phiên bản này ko kết nối được với tivi vậy?,negative
Giá thêm chương trình sửa ảnh nữa thì tốt,neutral
Android 4.2.2 tải về ko sử dụng đc ad ơi chỉnh xog lưu nó bị thoát ra ngoài,negative
"Khá tốt, tuy nhiên nên cung cấp chất lượng ảnh tải lên cao hơn tý nữa",positive
Hay đấy nhưng hệ điều hành chạy hơi chấp cmt nhé anh,positive
"Cực kì hữu dụng. Đồng bộ giúp lưu trữ được ảnh, video... ngay cả khi mất đt",positive
Nơi lưu và chia sẻ ảnh tuyệt vời!,positive
sao chép lên thì ok...  nhug tải về đéo đc .. tức va giận,negative
"good. hình ảnh lưu trữ đc nhiều, ngày tháng rõ ràng!!!",positive
Kon che vào đâu dược quá là tuyet voi,positive
Tuyệt lắm. Mình rất thích. Mong ad cố gắng cải thiện và nâng cao hơn nữa.,positive
Tại sao khi tải ảnh về thì lại ko thấy hiện ảnh ?,negative
"Tiện dụng, hay nên phát triển thêm",positive
Ứng dụng kiểu gì mở ra là bị tắt. Ko xài dc luôn,negative
Có ảnh ko thể lưu lại về máy. Mong ad   xem xét,negative
Giúp lưu lai những ky niệm đẹp,positive
không xoá đươc hình trên thẻ sd. trên android 5.11,negative
Chấp nhận là không thể thay thế,positive
Hay lắm không mất giữ liệu cá nhân,positive
"Rất tuyệt,rất có ít cho tui trong nhiều việc",positive
Ứng dụng thật hữu ích. Tuyệt vời,positive
Không tự động chạy trên Redmi note 4 android 6.0,negative
"Rất thích phần mềm này,  cực kỳ hữu ích",positive
Ko còn gì để nói! Thật sự rất tốt!,positive
Tôi hài lòng khi sử dụng ứng dụng nay,positive
Chất lượng ảnh bị giảm quá xá. Haiz,negative
Tiện lợi khi sử dụng nhiều máy,positive
ung khong tai anh len game duoc,negative
Giup you luu Lai nhung khoanh khac,positive
Cug tot luu giu dc ky niem,positive
Thật tuyệt voi voi photoxop cam on,positive
"Tập trung khả năng đồng bộ như hiện tại là rất tốt rồi, đừng mở rộng thêm kẻo làm nặng máy. Yếu tố gọn nhẹ cũng rất quan trọng. Thank!",neutral
"Cuối cùng cũng sửa cái lỗi video trên google photos, nhưng khi chơi một video trên máy thì vẫn còn lỗi khung hình bị chậm và giựt, cần khắc phục.",negative
"Tôi thích ứng dụng này, mong các nhà phát triển liên tục cập nhật các bảo mật cần thiết ứng dụng. Xin cảm ởm",positive
"Tuyệt vời cho lưu trữ, tạo ảnh ghép, nhanh, nhiều, hiệu quả. Nên có tính năng người dùng tự tạo video để kiểm soát các ảnh mong muốn.",positive
"Lưu trữ nhiều những kỷ niệm trong cuộc sống, rất hay các bạn nên tải về mà dùng",positive
Thật tuyệt. Tôi chỉ cần vài cái nhấp chuột là đã có thể tìm lại những hình ảnh của mình từ vài năm trước.,positive
Tuyệt vời. Quá hữu ích và bạn không cần có bộ nhớ trong lớn mà vẫn lưu được quá nhiều ảnh,positive
"Tại sao tôi bấm vào thì lại hiện lên thật không may, ảnh đã dừng?",negative
Dịch vụ lưu trữ rất tuyệt. Giúp giải phóng bộ nhớ và truy cập everywhere,positive
Rất thích ứng dụng này. Vì mọi hình ảnh video được tự động lưu lại,positive
"Ứng dụng hay, tiện ích, mình cảm thấy rất hài lòng 😉",positive
"Ứng dụng sao lưu hình ảnh rất tuyệt vời. Lưu trữ và tải về cải tiến rất tốt. Tất cả hoạt động nhanh, chính xác. Hệ thống chỉnh sửa hợp lý.,giúp chỉnh sửa ngay những hình ảnh chưa chuẩn. Cảm ơn nhà phát triển",positive
Rất hay có bay cao xa cũng hạ an toàn về sân đỗ!,positive
Thêm đuoc khóa ung dung nua thi tot đe k cho ng la xem anh thi riêng tu hơn,neutral
Rất dễ thương. Thích khoản app tự tạo ảnh ghép hoặc vid ngẫu nhiên cho mình,positive
Giúp cho nhưng ảnh quan trọng không bị mất,positive
Tôi rất thích ứng dụng này. Giúp tôi lưu được rất nhiều hình.,positive
"Very good , so good. I love you",positive
Cần bảo mật khi cho người lạ mượn máy,neutral
Tôi rất thích google photo và dùng thường xuyên,positive
Ứng dụng lưu trữ ảnh và video rất tốt và tiện lợi,positive
Đáng để sử dụng cho những smartphone bộ nhớ thấp,positive
Anh ghep rat dep .video rat hay,positive
Mình thì ít dùng mà cứ bắt cập nhật suốt.,negative
OK! Rất tốt. Cần phát huy thêm nữa.,positive
Thật tuyệt vời khi thấy những khoảnh khắc xưa,positive
Tuyet voi luu tru ko so mat,positive
Tốt. Nhưng còn chưa sao lưu ảnh nhanh chóng và hay bị trôi mất hình,positive
Rất tốt có thể các bạn đang cần đến app này đấy,positive
Chất lượng tốt .Thế nhưng cần mã hoá trang cá nhân. .,positive
"Sao lưu tự động, tiết kiệm dung lượng điện thoại. Tiện ích hữu dụng, mang đến những trải nghiệm thú vị :)",positive
:( sao em k có mục hoạt ảnh ạ :( em cập nhật pb rồi ạ,negative
Duoc luu lai nhung anh chup that qua tot xin cam on,positive
Chức năng chỉnh sửa ảnh chưa được phong phú,negative
Rất tuyệt hình lỡ xoá vẫn có thể tìm được,positive
Mình rất thích ứng dụng này :-*,positive
Nếu đúng thế thì quá tuyệt vời***,positive
Chức năng chỉnh sửa ảnh chưa phong phú,negative
Rất hay và tiện lợi hữu ích cho người dùng,positive
"Ứng dụng rất tuyệt vời, tôi rất thích",positive
Tot.luu tru video va hinh anh rat tot.,positive
Cho thêm dung lượng miễn phí thì hay quá,neutral
De dang cat ju ma ko ai phat hien,positive
Dung lượng miễn phí còn ít quá hok đủ luu,negative
Giữ được nhiều hình ảnh giùm mình,positive
Quá tốt  tốt  hơn  dc thi ok,positive
Đỉnh của đỉnh. Mình rất thích chụp ảnh với quay video mà nhờ có Google Photo lưu trữ với sắp xếp giúp mình nên đỡ phải rối lên khi tìm với đỡ tốn tiền mua thẻ SD 😂😂😂,positive
"Rất hay, nhờ có app này mà mình không sợ bị mất ảnh, ủa mà cho mình hỏi nếu đt trục trặc thì làm cách nào xem lại ảnh trong app này?",positive
"Xem ảnh khi không có mạng thường hay bị lỗi: k hiện ảnh, ảnh mờ... mong sửa chỗ này để tiện hơn trong qua trình xem ảnh😀😀",negative
Rất hay  mình rất thích vì nhờ có Google mình đỡ phải sắp xếp ảnh mà vẫn lưu lại được những kỉ niệm,positive
Ok cảm ơn Google photo giúp sắp xếp và lưa trữ hình ảnh và video clip rất tốt và dễ tìm kiếm,positive
"Sao của mình cập nhật xong hư luôn, mở ra treo đứng luôn. Mình dùng obi SF1",negative
Dùng rất tốt. Mỗi tội chs xóa trong gg photo thì trong thư viện mất luôn ảnh. Còn đâu good. Định 4.5,positive
"Phần thùng rác nên để không tự động xóa , lúc cần vào thùng rác thì không còn nữa .",negative
"Tại sao tải ảnh cũ về điện thoại lại không tải được, cứ báo lỗi tải không thành công?",negative
qua tuyet😉 .luu tru hinh anh qua da😄lai con nhieu tab nua,positive
No co the boc hinh cua B612 toi rat la thich va moi nguoi nho tai ve nhe !,positive
Toi bị mất hết hai ngàn mấy ảnh rồi bắt đền ad đó huhu hai ngàn mấy ảnh của tôi 😭😭😭😭,negative
"Rất hay, nhất là tính năng lưu trữ ảnh không giới hạn.",positive
Cần thêm chức năng khóa ứng dụng bằng mật khẩu tránh người khác vào xem được,neutral
Những. Sáng tao của nhà sản xuất. Rất tốt! Nhưng công cu nè cho tôi cam nhận được sự sự khoảnh khắc từng bức ảnh đẹp từ Sony của tôi.,positive
"Đã bị mất 2 video vì tin tưởng app này. Lần đầu cách đây mấy tháng thì có thể do mình sơ ý sao lưu chưa xong. Nhưng lần thứ 2 mình đã cẩn thận chép video sang một thư mục khác rồi mới giải phóng bộ nhớ, nhưng kết quả là khi mình chọn xóa bản sao trong thiết bị thì mất hết cả hai video, cả trong máy ảnh và trong thư mục mình lưu, giờ trên đám mây cũng không có. Giờ không còn cách lấy lại được những thước phim quý giá đó nữa, rất buồn...",negative
Một ứng dụng lưu giữ hình ảnh rất tốt để chia sẻ dành cho mọi người.,positive
Ung dung dung rat tot choviec luu tru hinh anh va video.,positive
Có những cải tiến mang lại lợi ích cho người dùng.,positive
Nếu có thêm fần khôi fục lại hình ảnh thì tốt hơn,neutral
"Rất tuyệt vời, dùng nửa năm rồi mà vẫn chưa tìm ra lý do để chê luôn. Chế độ đồng bộ ảnh rất hữu ích cho các máy có dung lượng bộ nhớ thấp. 5 sao nhé !",positive
"Giúp mình lưu thữ đc nhiều hình ảnh, cần cải thiện thêm phần chỉnh sửa và tăng hiệu ứng cho ảnh",positive
"Ko lo bị mất ảnh  ,tự lưu khi có mạng",positive
Rất hay lưu lại kỷ niệm đẹp. Cảm ơn ad,positive
"Có bộ chỉnh ảnh đẹp, lưu được rất nhiều ảnh ;)",positive
nếu có thể cài mật khẩu cả ứng dụng hoặc có thể tạo riêng folder cài mật khẩu để bí mật 1 số hình thì hay.,neutral
Mình hay chụp ảnh rất may nhờ có cái này lưu giúp tốt,positive
Thêm tính năng khóa ảnh (ẩn hiện) thì 100 điểm luôn.. :),neutral
Ứng dụng mang đến cho Dũng nhiều điều bất ngờ,positive
"Được ,sắc nét Hôm nay vào tải ảnh nhưng không được tại sao? Phản ảnh không phản hồi? Vậy ảnh của ai vậy ?",negative
Rât tốt nhưng mh cũng chưa hiểu hết về ứng dụng,positive
That tuyet voi Google da luu giu cho minh nhung tam hinh lam ky niem .cam on!,positive
Khá hay nhìu tiện ích nhưg lưu pphim ko duok,positive
"Ko có theo từng album, ảnh lẫn lộn",negative
Rất hữu ích lưu trữ hình ảnh video mà không sợ đt bị lỗi hay mất,positive
Không tải được ảnh về máy trên app,negative
lưu trữ hình ảnh trực tuyến hữu ích,positive
Càng phát huy thêm nửa nhé app,neutral
Ok! Lưu trữ được nhiều thay đổi máy vẫn vô tư ¡!,positive
"Ứng dụng tuyệt vời , cảm ơn Google",positive
Hay lam anh cua toi bi mat da cap nhat lai het luon,positive
Ứng dụng rất rất hay hữu ích với mình,positive
Sắp xếp dùm mình thật là sướng,positive
Lưu lại ảnh màk tốn bộ nhớ,positive
Them chuc nang xoa hinh anh trùng lặp nua la ok.,neutral
J dau ma 2 3 ngay lay cp phien va,negative
Ứng dụng xem và quản lý ảnh tuyệt vời.,positive
Ứng dụng hay. Lưu trữ ảnh miễn phí,positive
"Lưu trữ hình ảnh rất giỏi, chất lượng!",positive
Ứng dụng rất hữu ích cho người dùng,positive
không làm đc video ghép nhạc đc  vào. toàn bị lỗi.,negative
Tuyet voi tim lai anh YEU thích,positive
Nên có thêm chức năng bảo mật.,neutral
Tôi rất hài lòng ứng dụng này.,positive
Tuyệt vời và trên cả tuyệt vời .,positive
Rat tot cho nhung ky uc cu !!!,positive
Perfect không có gì để chê .100/100,positive
5***** Trên cả cái gọi là Tuyệt Vèo....... kakaka !,positive
Tại sao phải dùng cái này khi đt luôn  có sẵn thư viện,negative
Đang bị lỗi tự động dừng trên Android 4.4,negative
Càng đổi càng tệ. Cập nhật hoài,negative
Tất cả các hình ảnh được lưu trữ hoặc phục hồi. Hình ảnh mờ nhất là các van ban .không đoc được. Để phục vụ tốt nhất cho khách hàng nên xem lại và khắc phục điều chỉnh hình ảnh rõ nét hơn. Xin cảm ơn,negative
nhung hinh anh da duoc sao luu vao dù da xoa het ben dt nhug trog ung dung nay van con luu lai hinh anh. Ko so bi that lac anh.ung dung tot mn nen tai ve sai,positive
"Giúp tiết kiệm không gian lưu trữ cho máy, lưu giữ hình ảnh không sợ máy bị hỏng, mất vì dữ liệu đã được lưu trực tuyến. Lại có nhiều tính năng thông minh, chỉnh sửa ảnh tốt",positive
Máy minh ko lắp dc thẻ nhớ nên úng dụng này giúp mính giải phóng khá nhiu dung lượng của máy.  Cám ơn Google đã phát triên phần mêm này,positive
"Sự kết hợp giữa các ảnh cần lưu trữ và không cần lưu trữ giữa các ứng dụng chưa rõ ràng trong cài đặt. Lẽ ra chỉ cần lưu những ảnh cần lưu thôi, khi người dùng đã tắt chế độ tự động. Phần cài đặt chưa khoa học đối với người mới sử dụng.",negative
"Ứng dụng tốt, giúp giải phóng bộ nhớ cho đt, tự động sao lưu nhanh chóng, giao diện dễ sử dụng, chất lượng hình ảnh ko bị giảm đi khi tải lên.",positive
"Tiết kiệm cho bộ nhớ máy , nhưng rất khó khăn khi ko có mạng trong lúc tới đâu có ko có wifi tấm hình mình lưu muốn coi lại thì ko đc",neutral
"1. Lúc đầu có album ảnh zalo trên điện thoại, cập nhật là mất luôn ảnh. 2. Muốn lưu ảnh facebook nhưng lại không lưu được, giống như kiểu mặc định không cho lưu.",negative
"Nó thống kê và sao lưu hình ảnh cho tôi, tôi ko biết đến khi nào google bắt đầu lấy phí chứ tôi rất vui vì mình được dùng 1 ứng dụng quá tốt",positive
"Giúp cho mọi người tha hồ giữ lại những khoảng khắc, mà ko sợ bị chiếm dung lượng bộ nhớ. Thank you so much.",positive
Xuất sắc lưu trữ ảnh theo sự kiện và thời gian tiện cho việc tìm kiếm. 1 ứng dụng không thể thiếu trong kỷ nguyên kỹ thuật số.,positive
Toi rat la hoan hao vi toi da dung hon 3-4nam nai roi nhung buc anh cũ muon tim lai co google photo rat xuat sac,positive
"Dùng thử, qua thời gian thấy hay, tiện, giúp giữ đc các bức ảnh dù có mất thiết bị, vẫn khg mất hình ảnh kỷ niệm,",positive
Sao ảnh mình lưu trên Google phots tải về điện thoại toàn tải không thành công là như thế nào vậy?,negative
Lưu trữ được hình ảnh và video giúp giảm bộ nhớ máy. Tiện lợi máy nào cũng có thể mở ra xem được.,positive
Bao nhiêu ảnh trc máy Note 3 của mình hỏng giờ đồng bộ lại thì có hết.,positive
Giúp ích trong việc tạo không gian cho máy nhưng ứng dụng hay đơ và không sử dụng được.,neutral
"Cần cải tiến để tiện dụng hơn.Ví dụ,cần chuyển ảnh lên kính ôtô để lúc nào cũng nhìn được ảnh",neutral
Mình dùng lâu rồi . Thấy rất tiện lợi lưu mọi khoảnh khắc bạn có,positive
"Good! Với người lớn tuổi khó hơn, cho giao diện đơn giản đi được không?",positive
"... Đề nghị tạo điều kiện thuận lợi để Xóa bỏ hình ảnh cho nhẹ máy, giảm khoảng chứa, ...",neutral
Voi tk tren google toi co the xem va chia se tren nhieu thiet bi .,positive
Moi ng nên tải về t rat thich ung dung nay hoan hao cho dt,positive
Nhờ có cái này mà ảnh của mình dc lưu giữ trọn bộ . Rất tuyệt,positive
Tải ảnh lên được giờ tải xuống toàn không thành công. Xem lại ứng dụng giúp cái nha,negative
Giờ ảnh lưu trên đây down về máy hết đc rồi.. khắc phục nhanh ad ơi,negative
"Ứng dụng tuyệt vời, các ứng dụng của google luôn làm tôi hài lòng",positive
Tốt rất dễ sử dụng. Nhưng nếu độ phân giải hình ảnh của người dùng thì tốt hơn nhiều,positive
Tuyệt vời giờ tôi không sợ bị mất ảnh nữa rồi cảm ơn google,positive
Lưu lại đc rất nhiều hình ảnh.. cần tiếp tục nâng cao hơn nữa,positive
"Rất thích, cám ơn vì đã giúp ích cho xã hội",positive
Có một số hình ảnh sau khi sao lưu không tải về thiết bị được,negative
Đầy đủ về mọi thứ nhớ hổ trợ tui trong ảnh nha!!!,positive
Ảnh lưu đẹp hơn ảnh gốc. An toàn hơn và  tiết kiệm không gian bộ nhớ máy.,positive
Không tạo được video và phim. Ứng dụng cứ báo lỗi tải video,negative
"Rất Ok, nhưng có điều các ảnh chụp tôi muốn khi có wifi là nó tự lưu vào chứ k cần phải đợi vào phần mềm rồi mới lưu",positive
Vẫn còn lỗi là tải tự động 1 ảnh 2 lần.,negative
that tuyet may ma co ung dung nen minh cung vot vat dc it hinh anh khi ma bo nho may va the nho bi xoa  ILOVEYOU google photos,positive
"Lại quay lại dùng Android,  phần mềm rất hay",positive
Tuyệt vời.. vì lưu được dung lượng không giới hạn. Xin cảm ơn.,positive
Tôi rất thích khi nhìn lại những tấm ảnh đã được Google Photos sao lưu từ những năm 2005 . Thật cảm kích ! Cám ơn Goolge Photos .,positive
Tai sao h.anh lai khong mo dc cu bi «khong hien h.anh thu nho»la sao?,negative
Tự nhiên xóa 1 ảnh mà mất hết cả album ảnh. Điên qá,negative
Cần phát triển thêm về chất lượng hình ảnh,neutral
Cảm ơn photo cho tôi những trãi nghiệm tốt.,positive
Hy vọng nó trường tồn mãi mãi... để lưu lại những khoảnh khắc trong cuộc sống 😊,positive
Tôi nghĩ nên có chức năng lưu ảnh từ thư viện vào google khi offline chứ không chỉ có chế độ online.,neutral
Hình  gởi qua  messenger nhỏ quá ngừơi nhận fải bấm lại,negative
Một cloud rất tuyệt cho anh em sử dụng android,positive
Rất tốt không sợ mất ảnh hãy tải về dùng nhé!,positive
Admin xem sao mấy hôm nay mình vào xong tý trắng xóa rồi bị đẩy ra. Mong admin giải thích,negative
Mất hết ảnh sau khi sao lưu cả ở ứng dụng& trên đt. Ứng dụng cùi bắp.đm,negative
Rat hay giúp lưu trử hình ảnh mà ko tốn bộ nhớ dt,positive
Lưu giữ và nhắc nhở kỉ niệm rất hay,positive
Nhưng sao không tải ảnh về điện thoại được vậy,negative
Rất tiện lợi . Giờ có thể tạo những video bằng hình ảnh . Nếu mà có thể ghép nhạc vào thì tốt wá,positive
Lưu lại để sau này.xem lại.đỡ tốn bộ nhớ thiết bị,positive
Biết là tốt r. Nói nhiều vcc,positive
"Tuyệt vời, k lo mất khoảnh khắc đẹp",positive
Vẫn cho 5sao nhưng phải tăng dung lượng lớn hơn cho m.n người được dùng và like điều này,neutral
Cảm ơn!hãy cho tôi cảm ơn nhiều!,positive
"App này rất hay, có thể giúp các bạn tự tạo video, hoạt ảnh lưu giữ kỉ niệm",positive
"Tuyệt vời, nơi lưu giữ hình ảnh rất tốt",positive
"Quá tốt, chỉ cần chỉnh bổ sung 1 số công cụ để làm phim nữa thì tuyệt.",positive
Nhờ google photo này mà giảm được bộ nhớ của điện thoai nhiều,positive
Ứng dụng dùng rất tốt. Tự động ghép ảnh và rất thú vị.,positive
Giúp việc lưu lại những kỉ niệm đẹp và an toàn,positive
"Ứng dụng chán. Cứ diss, vô ko dc, chẳng làm gì dc. Cứ báo ảnh đã đóng. Lam ơn sửa đi",negative
Rất cảm ơn vì đã ghép hình ảnh video đẹp,positive
Sao lưu lên rôi mà sao tải hình về k được vậy????,negative
Lưu trữ lại những khoảnh khắc đẹp,positive
Good. Up và down ảnh và video rất nhanh. Phù hợp là nơi cất trữ ảnh và truy xuất khi cần.,positive
Cũng tạm. Upload ảnh lên mây chưa nhanh,negative
"Bẻ khóa cái phone mất hết đồ mà nó vẫn lưu lại hình,wá đããããããã",positive
Ứng dụng này rất hữu ích.......giúp người dùng lưu trữ được rất nhiều ảnh,positive
"Có thể lưu giữ dk những khoảnh khắc ý nghĩa,ko lo bị mất, cảm ơn",positive
Sao ko lưu lại đc vào máy nhỉ,negative
Thích những hoạt ảnh tạo tự động từ những hình gần giống nhau,positive
Được xem lại ảnh tất cả rất cảm ơn,positive
Không khôi phục lại các ảnh đã bị xóa,negative
Hoi sam sam nhung cung tao lao,negative
Ko lo đầy bộ nhớ máy nữa.,positive
Tôi Rất Thích Có Thể Sao Lưu Được Rất Nhiều Ảnh Mà Bộ Nhớ The Không Lưu Được,positive
Xin cảm ơn vì đã lưu giữ những khoảnh khắc của tôi,positive
Rất vui vì có nhiều ứng dụng thông minh.,positive
Du la bo nho khong du voi toi nhung toi van thich ung dung nay,positive
Thêm chức năng khóa nữa thì tuyệt,neutral
Quá tốt cho tới thòi điểm hiện tại,positive
Hư máy vẫn lấy lại ảnh đk,positive
Lưu trữ hình ảnh thoải mái luôn,positive
"Chất lượng video tải lên kém hơn bản gốc, xem lại bị mờ",negative
Ứng dụng tốt không cần lưu trên máy cũng có thể xem được,positive
Xóa ảnh rồi thì xoa cmn đi để cái bóng lam cc a,negative
Tự động update hình ảnh lên google,positive
hay tiết kiệm đc nhiều dng lượng,positive
